hd_mean_cpu_python,hd_mean_cpu_julia,hd_mean_gpu_python,hd_mean_gpu_julia,dice_mean_cpu_python,dice_mean_cpu_julia,dice_mean_gpu_python,dice_mean_gpu_julia,edt_mean_cpu_python,edt_mean_cpu_julia,sedt_mean_cpu_julia,sedtP_mean_cpu_julia,sedtGPU_mean_gpu_julia,hd_std_cpu_python,hd_std_cpu_julia,hd_std_gpu_python,hd_std_gpu_julia,dice_std_cpu_python,dice_std_cpu_julia,dice_std_gpu_python,dice_std_gpu_julia,edt_std_cpu_python,edt_std_cpu_julia,sedt_std_cpu_julia,sedtP_std_cpu_julia,sedtGPU_std_gpu_julia
53663.94,114.65798328108671,138250.55,98599.58,62282.03,204.45925507900677,210813.74,192082.46,49823.54,356.7810588235294,671.6754497354498,122137.86,130935.53,6279.922883248006,285.7347524164144,10396.761080336324,393422.8577806911,5577.379384189272,504.27355907350716,15157.453217846492,930101.5046774461,6234.958166558447,1078.4298032842926,1858.9628309357374,314133.1382829216,226905.39191104926
